	NK_D_L	NK_D_H	NK_E_L	NK_E_H	NK_F_L	NK_F_H	NK_K_L	NK_K_H	NK_L_L	NK_L_H	NK_M_L	NK_M_H	NK_N_L	NK_N_H
ENSG00000072110	421	203	1290	421	568	116	1079	511	834	535	635	556	1122	747
ENSG00000072121	941	821	1475	1009	878	1041	1939	872	812	417	503	773	1271	1159
ENSG00000072133	0	9	4	0	0	0	0	0	0	0	2	4	4	0
ENSG00000072134	99	152	39	99	67	123	362	176	62	48	129	124	195	206
ENSG00000072135	8349	8987	15292	13276	8640	9253	23746	19329	15026	13126	11147	12974	29615	22551
ENSG00000072163	0	0	5	5	0	0	0	18	0	37	0	0	4	2
ENSG00000072182	0	15	6	0	1	0	6	0	0	0	20	6	16	0
ENSG00000072195	0	0	0	0	0	0	14	0	3	0	0	0	0	0
ENSG00000072201	4	0	0	0	0	0	1	0	0	0	0	17	0	5
ENSG00000072210	2599	1848	2849	2436	3064	2244	3674	3103	2511	1304	1823	2425	4036	3164
ENSG00000072274	4012	4499	3824	4604	3360	3086	8089	4027	2169	2138	2707	3230	4525	3300
ENSG00000072310	2089	2028	2888	2297	1555	1743	2923	1754	1153	942	1320	1976	3161	2867
ENSG00000072315	1	13	3	0	35	0	8	0	0	40	89	0	46	49
ENSG00000072364	8361	6075	6959	5809	4518	3968	8804	7628	5205	5001	6677	7055	9808	7980
ENSG00000072401	1538	1613	1102	1505	1041	1352	1782	2134	1479	1041	1529	2037	3047	1981
ENSG00000072415	680	629	799	851	995	851	919	612	635	531	813	619	1048	807
ENSG00000072422	91	5	91	1	34	24	0	10	0	0	28	0	10	1
ENSG00000072501	3483	3069	4731	3543	2827	2877	7992	3780	3349	2564	3233	3472	7254	5079
ENSG00000072506	3278	2360	3867	2218	3195	2320	5602	5427	6476	7534	7997	6566	8922	6354
ENSG00000072518	6291	5489	10562	7637	7300	5420	11038	9528	8353	6895	5699	8747	12244	10009
ENSG00000072571	58	20	53	94	153	42	56	23	9	26	34	77	137	38
ENSG00000072609	6383	5403	7003	6585	5844	5232	9264	6532	5751	3691	3318	5285	10072	7806
ENSG00000072657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072682	22	2	36	12	0	15	19	0	42	0	7	0	14	29
ENSG00000072694	215	171	99	61	347	352	578	426	127	31	310	310	321	264
ENSG00000072736	16681	18149	20642	19437	14712	13433	33248	21475	12474	7013	6438	13038	26434	22021
ENSG00000072756	2766	2472	2457	2478	2273	2670	3534	3292	2422	2775	2851	3142	5470	3698
ENSG00000072778	21163	24975	26765	22200	23786	21890	38377	33264	34614	29519	24893	36622	54185	42888
ENSG00000072786	26819	32319	36343	33333	27265	28441	68764	37472	28520	21462	20010	28778	43695	36024
ENSG00000072803	2432	1982	1805	2101	2590	2211	3743	2799	1825	1243	1690	2162	3608	2481
ENSG00000072818	24751	18509	27799	15648	19443	14798	22541	17531	18079	20304	18122	19889	25541	21102
ENSG00000072832	0	0	0	0	0	2	2	0	0	4	4	2	3	2
ENSG00000072840	1	1	2	0	0	0	38	14	2	2	16	27	9	8
ENSG00000072849	8027	7906	5726	6253	6111	6071	12277	12825	8946	9020	8210	11169	11818	8455
ENSG00000072858	5004	5893	6889	6539	5759	5574	8600	5755	5257	3836	3143	4418	7791	6756
ENSG00000072864	4279	4392	5279	3967	3962	4076	4395	4235	3990	4947	4479	4519	6914	5482
ENSG00000072952	0	0	0	0	3	0	0	0	4	0	0	0	2	2
ENSG00000072954	540	55	480	37	504	68	166	87	234	13	86	129	86	25
ENSG00000072958	4721	4975	7793	5103	5365	4602	11375	9426	10404	9233	6166	7836	16242	10770
ENSG00000073008	487	614	436	407	455	254	506	355	678	486	168	265	788	844
ENSG00000073050	1408	1543	1957	1225	1351	1236	2019	2061	2078	2062	1277	1381	2575	2190
ENSG00000073060	89	52	115	62	74	30	228	90	72	16	40	59	108	68
ENSG00000073067	4	0	0	0	3	4	0	0	7	1	0	2	9	2
ENSG00000073111	926	725	1819	667	940	516	1483	752	1204	337	372	688	1882	951
ENSG00000073146	6	13	60	70	14	1	1	6	0	5	2	14	30	7
ENSG00000073150	4	0	0	0	0	0	0	0	0	0	0	0	8	0
ENSG00000073169	2155	1758	3541	1727	1869	1302	1988	1910	1844	1655	1691	2122	2611	2145
ENSG00000073282	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ENSG00000073331	169	32	6	17	127	92	58	74	13	0	27	58	156	6
ENSG00000073350	13546	14036	20477	14728	13386	12993	23542	21088	17394	23366	20459	21835	24473	23205
ENSG00000073417	1785	1513	1564	1389	1684	1436	1553	1011	583	730	580	832	1463	1189
ENSG00000073464	0	0	50	0	19	0	0	0	0	0	0	0	0	0
ENSG00000073536	402	301	234	261	373	268	270	307	511	246	182	184	431	401
ENSG00000073578	4698	4247	5829	5015	3788	3914	4552	3653	2758	2091	2422	3777	5344	3940
ENSG00000073584	2695	2437	2047	2661	2273	1956	2400	1922	1754	1222	1184	1881	2477	2036
ENSG00000073598	4	1	0	4	0	3	0	0	0	1	12	0	0	1
ENSG00000073605	387	250	422	159	547	315	661	473	572	687	555	437	445	470
ENSG00000073614	18356	15733	21006	19716	17903	15411	28728	17225	14358	12091	14865	17689	27327	17797
ENSG00000073670	25	3	9	0	0	15	11	2	5	0	28	1	0	1
ENSG00000073711	83	117	67	121	18	112	168	107	82	115	173	204	57	127
ENSG00000073712	19	16	4	19	15	19	31	25	10	13	14	22	29	18
ENSG00000073734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073756	168	37	101	34	15	15	28	0	0	0	2	109	58	12
ENSG00000073792	294	27	355	135	188	43	397	238	237	78	135	143	789	403
ENSG00000073803	1476	881	1308	1261	1266	1125	2222	2162	1552	2103	2260	2141	3326	2377
ENSG00000073849	3060	3913	3110	3168	2063	2039	6806	3417	2791	1795	1815	1860	7842	5333
ENSG00000073861	22607	27867	28386	27063	21512	21966	43677	39461	23323	20010	14866	26431	41699	34309
ENSG00000073905	14	19	23	22	17	20	21	36	41	7	21	22	37	18
ENSG00000073910	1384	1377	1206	1391	1329	1258	2481	1522	1402	1010	1970	1749	2302	1552
ENSG00000073921	4473	3515	3740	3307	4109	4091	5683	3736	2384	2864	4048	3952	7077	4326
ENSG00000073969	2478	2449	1650	2122	1831	1735	3375	1780	1125	980	804	1266	2318	2006
ENSG00000074047	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000074054	9832	7036	11304	9344	8617	5565	11371	4796	4807	3783	4514	5004	7999	5844
ENSG00000074071	2557	1696	3124	1804	2472	1895	3477	4095	4343	6070	5463	4817	5474	4175
ENSG00000074181	0	0	1	3	0	0	0	0	0	0	0	2	0	0
ENSG00000074201	1791	1302	1467	1247	1644	1337	2581	2599	2921	2450	2387	2311	5339	2673
ENSG00000074211	0	0	12	0	0	0	0	14	0	0	0	0	0	0
ENSG00000074219	1	1	11	0	0	2	3	2	0	0	1	2	0	1
ENSG00000074266	2658	2221	1566	2560	1904	2135	4790	4531	2135	1254	2299	3622	3748	2272
ENSG00000074276	27	32	119	30	36	43	28	85	15	68	59	97	70	72
ENSG00000074317	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000074319	3683	3707	3912	3976	3835	3871	6269	6647	5044	5445	4579	4871	7284	5470
ENSG00000074356	4173	3735	3244	3776	3634	3457	6125	4987	4085	3021	2684	4157	6542	5255
ENSG00000074370	8414	10640	14552	11189	9016	8837	23092	12207	8602	4829	3455	7290	15373	14016
ENSG00000074410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074416	178	79	199	28	242	143	95	25	173	11	282	117	222	121
ENSG00000074527	0	0	0	0	0	6	266	114	0	0	29	126	191	71
ENSG00000074582	1719	1349	2095	1368	1434	1278	2880	2804	2438	2151	1945	2176	4404	3550
ENSG00000074590	125	218	250	205	96	191	2140	910	128	220	474	451	781	674
ENSG00000074603	10569	9219	9799	8880	9317	9294	16999	11654	8376	6615	6484	9769	14910	10297
ENSG00000074621	348	330	351	267	438	310	305	497	136	420	336	270	546	375
ENSG00000074657	534	301	66	345	164	254	546	278	6	77	211	333	340	178
ENSG00000074660	153	76	131	16	177	18	13	17	38	3	28	22	78	34
ENSG00000074695	4483	4252	3021	4398	4071	4117	8177	4819	5490	8374	7460	5329	9002	6004
ENSG00000074696	2217	2730	2500	2768	2413	2400	3581	3890	2671	3348	4164	4006	4211	2723
ENSG00000074706	850	577	758	751	918	728	1636	1210	859	743	800	1061	2276	1253
ENSG00000074755	4971	4221	5419	4618	3529	4012	7754	3902	3363	3464	4101	4597	6167	5464
ENSG00000074771	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074800	40988	29686	41107	25882	32095	25198	68100	63145	58141	42361	42290	52392	86685	55076
ENSG00000074803	0	0	0	0	0	4	3	0	0	0	0	0	0	0
ENSG00000074842	5433	4719	5448	3732	4844	4702	10084	11775	12135	16769	11228	10408	14329	9744
ENSG00000074855	30	41	51	17	47	61	69	60	62	71	110	74	236	108
ENSG00000074935	1551	1984	1379	1918	1494	1589	2054	1861	1057	1170	1002	1123	2076	1658
ENSG00000074964	33	0	0	0	17	0	16	0	0	0	0	0	0	0
ENSG00000074966	27794	22593	18037	19434	19743	16799	24202	20894	24272	23702	18385	23434	33548	25130
ENSG00000075035	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000075043	21	22	24	0	0	0	0	0	4	0	0	4	0	0
ENSG00000075073	17	10	8	14	17	12	25	6	0	14	6	9	19	19
ENSG00000075089	1534	1522	1709	2101	2171	1986	2754	3073	1994	2142	1404	2713	3218	3067
ENSG00000075131	427	383	255	319	377	431	669	922	856	456	725	642	786	700
ENSG00000075142	6351	4741	5634	4320	5099	4083	9622	10770	9017	8465	9194	8579	11376	7837
ENSG00000075151	4694	4693	5179	5023	4219	4083	16771	9151	3997	3474	3736	3901	7205	5883
ENSG00000075188	605	529	589	669	650	864	1268	1376	951	963	1146	1044	1424	1110
ENSG00000075213	48	20	45	1	26	15	52	6	11	0	57	63	10	1
ENSG00000075218	237	114	381	130	89	109	326	121	185	118	429	194	391	203
ENSG00000075223	34	4	0	0	5	0	0	2	0	0	0	3	1	0
ENSG00000075234	13194	18254	21137	19170	16107	17806	33555	32785	28574	31719	23277	28331	52941	38714
ENSG00000075239	661	636	720	687	1009	835	1648	1694	944	856	854	935	2392	1321
ENSG00000075240	2978	2185	2821	1553	3048	1874	3101	1978	2180	779	1036	1626	1710	1671
ENSG00000075275	948	318	718	201	254	64	333	163	266	66	148	186	160	154
ENSG00000075290	28	1	5	2	7	11	19	4	7	12	0	6	16	7
ENSG00000075292	4583	3488	4190	4005	3178	3309	7165	4251	3076	2538	2617	3139	5128	3705
ENSG00000075303	904	755	721	717	940	795	1208	880	699	571	332	804	1711	1268
ENSG00000075336	2074	1980	1601	2194	1811	2202	2510	3035	1419	2166	1346	1797	3007	2381
ENSG00000075340	4	0	0	0	1	1	0	0	28	0	0	0	0	4
ENSG00000075388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075391	0	0	1	5	11	5	1	0	0	10	0	0	34	14
ENSG00000075399	1017	570	1539	812	861	715	908	957	753	946	1441	1184	1487	1260
ENSG00000075407	958	583	722	612	574	688	1660	865	496	722	927	886	1475	925
ENSG00000075413	12003	10928	11498	11290	10080	9969	15811	12306	8442	6019	6855	10577	13887	11580
ENSG00000075415	27367	28656	24676	24632	22964	23279	28711	27808	21360	20037	21188	27886	33882	23379
ENSG00000075420	6455	7311	6658	8994	9257	9318	20709	14468	12987	11894	9004	11386	19055	15817
ENSG00000075426	27956	36511	30372	36245	19233	23974	39061	27700	22651	23137	16621	27459	33047	29474
ENSG00000075429	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ENSG00000075461	0	0	0	0	12	0	0	20	0	0	0	6	0	19
ENSG00000075539	7435	5999	7223	7935	6939	6039	11804	6437	6026	6232	7280	5639	11778	7401
ENSG00000075568	3500	2808	3694	3972	3685	2441	5446	2700	2832	2015	2284	2230	4726	3371
ENSG00000075618	33	58	86	43	34	52	52	49	22	29	24	25	40	56
ENSG00000075624	472236	480960	611124	462729	504905	455505	1135941	1008275	1023423	998433	858692	1067588	1914859	1292959
ENSG00000075643	19	0	0	6	42	3	0	0	0	0	0	0	13	4
ENSG00000075651	957	229	596	371	433	294	718	442	737	182	321	450	730	349
ENSG00000075673	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ENSG00000075702	332	364	964	335	430	178	473	323	415	63	739	405	805	538
ENSG00000075711	5482	5066	4209	5849	4441	4286	7579	4042	3514	3931	3839	3477	6732	4959
ENSG00000075785	13639	12103	13132	11387	12327	12309	26758	27396	23218	20663	14971	20625	34898	25404
ENSG00000075790	163	172	137	167	125	245	160	200	239	251	250	189	325	256
ENSG00000075826	2975	2582	3122	2285	2166	1321	3208	1946	1387	1261	1696	2744	3212	2258
ENSG00000075856	4580	4175	3578	3070	2964	2793	4822	3456	2877	2545	1768	3078	4367	3180
ENSG00000075884	11265	7100	11013	9961	10374	8927	17925	15847	10462	7004	9176	11623	17185	10720
ENSG00000075886	6	24	10	11	16	14	3	9	9	5	4	9	10	10
ENSG00000075891	0	0	0	1	1	2	0	2	0	0	0	2	0	0
ENSG00000075914	2517	1993	2861	2316	2553	1882	3818	4118	4130	6238	3799	3616	5831	4195
ENSG00000075945	2694	2240	2772	2637	3003	2305	4448	3514	3150	3946	3524	3372	4980	3501
ENSG00000075975	2453	2566	2631	2576	2048	2357	3501	2968	2173	1727	2116	2582	4285	3308
ENSG00000076003	2994	3515	4278	4071	3927	3964	5024	4179	2957	1255	1619	2868	4547	2884
ENSG00000076043	2136	1805	1916	1855	2086	1646	2155	2736	2298	2185	1987	2403	3164	2471
ENSG00000076053	2896	3134	1862	2695	2616	3252	5037	5079	2911	3543	3159	3840	5102	3475
ENSG00000076067	489	442	602	632	433	242	933	686	431	603	561	307	702	677
ENSG00000076108	17544	14765	19548	14835	15160	14864	20589	13733	10939	9718	14448	16128	20259	15964
ENSG00000076201	782	600	998	506	507	491	739	773	565	760	987	1033	1267	1036
ENSG00000076242	2185	1687	2104	1633	2581	2111	3754	2883	2986	2018	2297	2407	5108	3240
ENSG00000076248	1625	1767	2693	2118	1554	1884	3966	3871	2744	2439	2188	2755	5731	3739
ENSG00000076258	174	90	82	101	157	57	262	306	89	164	10	267	426	279
ENSG00000076321	3832	3160	2850	2980	3031	3114	5547	5174	3856	3367	3609	5026	6492	5404
ENSG00000076344	1	0	2	0	7	0	0	8	0	0	0	0	1	0
ENSG00000076351	211	53	126	53	82	86	88	95	74	97	81	60	182	127
ENSG00000076356	91	129	122	220	229	152	420	148	107	92	93	149	247	177
ENSG00000076382	500	403	701	360	246	316	634	430	238	140	342	204	817	410
ENSG00000076513	7914	7458	9434	8579	6912	5518	13374	7062	5674	2664	2933	5285	13041	8199
ENSG00000076554	1986	2108	1907	2643	2221	2106	1314	1689	4343	2745	1032	1587	5453	4017
ENSG00000076555	482	266	438	206	326	277	496	348	120	137	180	214	151	151
ENSG00000076604	329	347	367	258	193	218	351	275	204	217	260	292	355	264
ENSG00000076641	3000	2942	2684	2862	2847	2683	4122	2965	1800	1481	1305	2274	5093	3733
ENSG00000076650	730	899	584	1063	881	920	1653	1311	554	633	408	732	1287	969
ENSG00000076662	3383	3345	2331	1723	3147	3005	4425	4312	4137	4262	3502	4501	5668	4472
ENSG00000076685	4055	3780	4430	4328	3679	3207	6238	3573	3419	1577	1155	2472	4439	3665
ENSG00000076706	41	0	6	10	17	2	0	0	26	0	62	10	4	2
ENSG00000076716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000076770	1313	1379	1588	1875	1837	1132	3884	2610	2314	1928	1800	1986	3881	2555
ENSG00000076826	3	32	40	2	0	8	2	5	29	6	36	17	26	52
ENSG00000076864	21	4	18	0	5	1	14	14	0	0	0	0	1	7
ENSG00000076924	2090	2368	979	668	646	494	2737	2120	371	368	442	529	1056	899
ENSG00000076928	36407	35362	54326	33476	35036	31229	56356	47023	43059	37239	25962	37104	54057	50926
ENSG00000076944	1512	1153	1998	1214	1485	1362	1288	1154	1250	1080	1637	1540	2180	2115
ENSG00000076984	966	423	746	343	518	460	566	597	631	1172	1344	930	1005	894
ENSG00000077009	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000077044	13868	16658	18118	17584	10888	11659	18882	11798	10291	9406	8256	10921	16002	13416
ENSG00000077063	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000077080	0	6	0	0	0	0	0	0	1	0	0	4	0	4
ENSG00000077092	22	22	49	66	2	12	22	73	41	12	12	2	23	26
ENSG00000077097	11708	10561	12009	13555	10145	9076	17842	8804	6964	4812	5948	7385	14504	8749
ENSG00000077147	9536	9698	8958	9809	9658	9996	17974	11514	7173	7039	6242	9154	18292	12036
ENSG00000077150	3938	2704	4701	2693	2650	2023	3301	2611	2580	3200	3773	3923	4713	4383
ENSG00000077152	82	62	189	178	242	110	271	206	201	282	284	210	443	230
ENSG00000077157	1660	1282	1312	1234	1240	1272	2193	1486	1103	1261	1697	1698	2366	1671
ENSG00000077232	5983	4378	5197	7081	4857	3894	9295	5293	4035	1569	1725	2752	6155	3826
ENSG00000077235	9905	13776	15047	14599	8962	10815	30442	28005	15057	21182	21541	25053	19979	18205
ENSG00000077238	6911	4445	9867	4803	6254	4334	6337	4971	5511	2695	3555	5229	5716	4268
ENSG00000077254	9011	7865	8840	9285	8100	7631	13260	8869	7202	4033	4725	6122	11668	8333
ENSG00000077264	25	9	14	14	23	23	4	6	5	15	36	17	27	10
ENSG00000077274	1	1	0	4	5	1	1	0	4	3	4	0	0	1
ENSG00000077279	12	3	3	10	3	7	0	3	2	4	10	3	2	4
ENSG00000077312	1789	1661	2471	1357	1746	1659	3501	3808	3086	3617	3331	3239	4229	2770
ENSG00000077327	19	1	0	11	35	2	10	2	14	13	0	7	21	17
ENSG00000077348	713	488	774	419	658	399	975	945	1517	1490	1562	877	1951	1337
ENSG00000077380	880	716	872	1012	929	738	1771	1238	1261	1723	1515	1086	2226	1604
ENSG00000077420	5563	4940	6656	7216	5932	5915	10616	10261	7575	9438	8827	9475	15373	11171
ENSG00000077454	2823	2644	3964	2640	3012	2942	3719	2935	2983	2620	1854	2352	3368	2984
ENSG00000077458	3918	4139	3348	5177	4392	3993	6464	4573	2870	3069	2995	4667	5328	4255
ENSG00000077463	454	350	519	359	478	442	228	298	327	535	675	462	575	395
ENSG00000077498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077514	579	666	940	745	816	845	1446	750	956	953	552	772	1883	1100
ENSG00000077522	0	0	0	0	1	2	0	6	0	0	1	4	2	4
ENSG00000077549	11109	9464	11665	10334	10263	11398	29909	26145	21907	26700	20094	21244	34198	25551
ENSG00000077585	600	685	638	727	720	756	1334	1216	703	638	714	908	1084	1053
ENSG00000077616	24	25	21	47	14	47	36	30	9	29	54	24	107	16
ENSG00000077684	11551	10654	10847	9586	7882	7679	11774	8121	4905	3612	3167	6537	9666	7564
ENSG00000077713	613	504	667	588	549	361	852	722	558	797	590	805	1362	1013
ENSG00000077721	4167	4171	3669	4879	3708	3977	6342	5738	4783	3562	4580	5555	7205	5033
ENSG00000077782	439	918	1600	2006	512	671	1372	1037	294	224	511	1002	2036	2132
ENSG00000077800	3	2	3	0	8	5	7	1	13	1	2	0	0	2
ENSG00000077935	13	60	59	42	61	78	17	23	16	32	27	56	108	55
ENSG00000077942	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ENSG00000077943	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000077984	31151	36361	39530	39003	39394	45582	116314	136298	103415	161833	128237	128949	171497	129926
ENSG00000078018	0	0	46	0	0	0	0	0	0	0	0	2	0	0
ENSG00000078043	2787	2559	2672	2793	2282	2127	3683	3097	2577	2301	1637	2476	3721	2598
ENSG00000078053	177	107	160	137	167	235	134	130	126	197	155	229	331	162
ENSG00000078061	6231	6441	13010	10102	6170	5890	11732	12101	8520	8836	7118	9650	14400	12350
ENSG00000078070	1786	1676	2283	1601	1890	1547	2983	2273	2023	1386	1003	1571	2886	2068
ENSG00000078081	58	39	30	31	34	52	86	23	1	5	0	12	59	52
ENSG00000078098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078114	0	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000078124	1530	1268	1104	1212	1372	1102	1868	1288	1205	917	769	977	2287	1406
ENSG00000078140	2413	1937	2007	2092	2348	2295	4221	3989	3581	4183	4233	3924	5271	3785
ENSG00000078142	2633	2068	2045	2809	1966	2362	4012	2225	2227	1083	1242	1659	4114	2311
ENSG00000078177	3683	2262	2436	2726	2774	2163	3933	1750	2217	1711	1909	2316	3879	2305
ENSG00000078237	459	424	271	338	514	383	477	326	247	455	520	394	486	397
ENSG00000078246	1009	989	1214	966	1317	894	1506	1700	849	968	888	760	2088	1438
ENSG00000078269	1723	2024	1480	1604	1230	1509	2224	1251	2515	2731	1341	1535	4059	2864
ENSG00000078295	0	0	0	0	1	1	0	0	1	0	0	0	0	10
ENSG00000078304	20197	27279	16435	24056	20812	26642	52860	46227	27583	36875	34703	41877	50584	40276
ENSG00000078319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078328	0	0	0	0	0	0	0	4	0	1	3	0	0	4
ENSG00000078369	15969	15340	20012	17571	13719	13348	36499	26238	19902	15558	13341	19153	36309	24863
ENSG00000078399	294	139	316	72	113	59	230	185	379	7	109	253	82	45
ENSG00000078401	63	1	26	10	24	32	14	10	34	0	64	10	35	37
ENSG00000078403	1313	1160	1133	972	1123	811	1830	1617	969	1044	1449	1643	2485	1479
ENSG00000078487	494	519	380	268	286	226	437	401	483	385	215	296	575	451
ENSG00000078549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078579	0	0	2	5	20	0	0	8	0	0	0	0	0	0
ENSG00000078589	1351	987	1302	907	1309	1176	1965	1829	1423	1514	1306	1107	2015	1604
ENSG00000078596	11503	9508	7941	8718	9230	7690	18072	18694	15903	14547	3774	4625	7307	5353
ENSG00000078618	10198	9268	10359	9445	10309	10734	20201	12554	9683	6627	5518	8712	17607	14094
ENSG00000078668	7977	8382	8569	7930	7895	8233	15409	16466	11624	11810	10833	13710	18924	13210
ENSG00000078674	10125	7901	8836	8948	7351	7115	13672	8170	6065	5050	8266	7939	10105	7130
ENSG00000078687	5119	3785	5685	2905	3284	2718	4516	2716	3367	3076	4004	4106	5417	4261
ENSG00000078699	4169	3143	4677	3721	3867	2849	3936	3013	3539	4138	3846	3283	4624	3957
ENSG00000078725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078747	3108	2365	2404	2324	2521	2095	4448	3082	1966	2951	3485	3195	4072	2857
ENSG00000078795	63	79	53	104	67	55	89	133	84	61	73	42	228	129
ENSG00000078804	805	1305	1201	1224	800	1135	1904	1740	1146	1342	2098	2321	1871	1622
ENSG00000078808	11248	10882	13013	10021	10315	9160	17798	16434	18630	21649	14020	16504	21144	18978
ENSG00000078814	57	61	88	45	96	33	38	35	33	32	76	36	91	52
ENSG00000078898	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSG00000078900	31	57	67	19	23	28	24	35	0	0	40	35	0	39
ENSG00000078902	2072	1960	2834	2153	1940	1961	4073	3809	3524	4327	3171	3227	5488	4547
ENSG00000078967	475	413	398	354	419	496	817	838	549	653	635	474	942	690
ENSG00000079101	0	1	0	0	0	0	0	0	0	0	0	0	13	0
ENSG00000079102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079112	0	0	4	0	4	0	4	0	0	0	0	0	0	0
ENSG00000079134	2964	2675	3002	3627	2954	2495	4273	3446	1786	1622	1470	2047	3848	2940
ENSG00000079150	83	53	96	67	55	62	195	130	163	271	138	191	256	180
ENSG00000079156	0	0	0	0	0	0	0	4	0	0	0	0	0	1
ENSG00000079215	1	4	0	1	0	6	8	0	0	0	0	2	2	6
ENSG00000079246	12230	12003	14866	12966	14374	13662	30626	21005	17741	12074	12424	14680	34505	23326
ENSG00000079257	100	166	150	253	185	107	322	366	398	434	360	332	669	402
ENSG00000079263	2894	2165	2092	2156	2777	2614	5523	3761	2417	2781	3089	3209	5923	3910
ENSG00000079277	2731	2435	3042	2259	2821	2300	4083	3417	3229	2889	2651	3664	5844	4240
ENSG00000079308	9	0	37	0	0	0	0	1	0	0	0	6	2	0
ENSG00000079313	582	320	693	421	455	397	735	595	499	737	685	706	904	791
ENSG00000079332	5584	4050	14745	15152	16685	15418	18226	13462	5672	8152	8539	7894	9153	6768
ENSG00000079335	2859	2754	2177	2007	2112	2300	2829	2279	2131	3023	3238	2660	3469	2903
ENSG00000079337	35	41	17	6	4	15	117	45	42	44	31	46	45	85
ENSG00000079385	32	2	76	3	37	13	27	9	15	0	9	7	11	17
ENSG00000079387	1842	1983	1813	1619	1745	1579	2863	1979	1202	1140	1025	1442	2018	1840
ENSG00000079393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079432	458	283	597	371	521	396	532	344	320	435	446	439	716	697
ENSG00000079435	56	94	113	95	148	102	113	115	92	178	112	87	185	104
ENSG00000079459	10246	9413	9770	8372	9356	8232	14962	16378	13225	14652	12449	15761	21894	15160
ENSG00000079462	543	461	418	268	497	383	533	488	652	1255	544	465	746	596
ENSG00000079482	14	38	88	35	35	102	392	330	100	42	374	283	289	184
ENSG00000079557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079616	8974	8915	10008	9554	7617	8308	11807	9304	6442	5645	6663	8491	13662	10459
